0.172442,0.0754234
0.169431,0.0699707
0.140038,0.0654511
0.157718,0.0654511
0.112914,0.0654511
0.100884,0.0628126
0.0886393,0.0628126
0.0952316,0.0628126
0.106661,0.0628126
0.0927229,0.0628126
0.0920017,0.0628126
0.0743533,0.0628126
0.0892991,0.0628126
0.087397,0.0608241
0.10907,0.0608241
0.0936927,0.0608241
0.0871374,0.0608241
0.0681983,0.0608241
0.0810305,0.0587291
0.0642156,0.0587291
0.0760687,0.0587291
0.0899821,0.0587291
0.0783493,0.0587291
0.0870556,0.0587291
0.104912,0.0587291
0.103616,0.0587291
0.104708,0.0587291
0.106571,0.0587291
0.118827,0.0587291
0.0971556,0.0587291
0.0897473,0.0587291
0.0775927,0.0587291
0.0804247,0.0587291
0.0664825,0.0587291
0.0645518,0.0587291
0.0743212,0.0587291
0.0679817,0.0587291
0.0674998,0.0587291
0.0661631,0.0587291
0.0664409,0.0587291
0.0912453,0.0587291
0.069929,0.0587291
0.0674285,0.0587291
0.0710408,0.0587291
0.0920701,0.0587291
0.0810917,0.0587291
0.0852061,0.0587291
0.0858985,0.0587291
0.0825118,0.0587291
0.0672015,0.0587291
0.0619574,0.0587291
0.0679992,0.0587291
0.0806202,0.0587291
0.0761369,0.0587291
0.0676215,0.0587291
0.0678233,0.0587291
0.0653347,0.0587291
0.0665956,0.0587291
0.065803,0.0587291
0.0673365,0.0587291
0.0661269,0.0587291
0.0716882,0.0587291
0.0881191,0.0587291
0.0747204,0.0587291
0.0783708,0.0587291
0.07511,0.0587291
0.0726252,0.0587291
0.0639851,0.0587291
0.06764,0.0587291
0.0771,0.0587291
0.0680245,0.0587291
0.0660909,0.0587291
0.0684923,0.0587291
0.0802198,0.0587291
0.077172,0.0587291
0.0812032,0.0587291
0.0739745,0.0587291
0.0688753,0.0587291
0.0638804,0.0587291
0.0631099,0.0587291
0.087472,0.0587291
0.0798813,0.0587291
0.106715,0.0587291
0.0825624,0.0587291
0.0802402,0.0587291
0.0635354,0.0587291
0.0667838,0.0587291
0.0645514,0.0587291
0.065367,0.0587291
0.0649838,0.0587291
0.0698654,0.0587291
0.0705784,0.0587291
0.0735502,0.0587291
0.103781,0.0587291
0.07883,0.0587291
0.0728738,0.0587291
0.0761583,0.0587291
0.0832859,0.0587291
0.0734859,0.0587291
0.06405,0.0587291
